Trial,Variance,Anisotropy,Regime,Chem,Mass,Contribution,Time,fraction,Mass_spatial_base,Cont_spatial_base,meanmass_spatial_fraction,contribution_spatial_fraction
38,0.1,5,Slow,Immobile active ammonia oxidizers,0.5494295360221632,0.0043682411196966425,205.0,1.0,0.5570738925972871,0.5570738925972871,0.9862776614077478,0.007841403407598705
38,0.1,5,Slow,Mobile active aerobic degraders,1.2869294902496795,0.010231736644809938,205.0,1.0,1.2735416801338104,1.2735416801338104,1.010512266951846,0.008034080709266535
38,0.1,5,Slow,Mobile active nitrate reducers,1.564053569230738,0.01243501243851297,205.0,1.0,1.509833376107427,1.509833376107427,1.0359113753751414,0.008236016394452919
38,0.1,5,Slow,Mobile active sulphate reducers,0.007724902514518415,6.141685984680325e-05,205.0,1.0,0.007722001427336784,0.007722001427336784,1.0003756910962696,0.007953489833526891
38,0.1,5,Slow,Mobile active ammonia oxidizers,0.28466808006674865,0.002263254396215253,205.0,1.0,0.28813317456896803,0.28813317456896803,0.9879739828383074,0.00785489001605234
38,0.1,5,Slow,Immobile inactive aerobic degraders,53.73878282361446,0.4272503487018416,205.0,1.0,53.707987746740656,53.707987746740656,1.0005733798298126,0.007955061558376293
38,0.1,5,Slow,Immobile inactive nitrate reducers,18.069749877909068,0.1436635988133913,205.0,1.0,17.95039984404896,17.95039984404896,1.0066488788493297,0.0080033648309522
38,0.1,5,Slow,Immobile inactive sulphate reducers,1.4896104183626295,0.01184315195162292,205.0,1.0,1.4919620086020235,1.4919620086020235,0.9984238269970444,0.007937971532344861
38,0.1,5,Slow,Immobile inactive ammonia oxidizers,0.6766199157817995,0.0053794686028756,205.0,1.0,0.669099324310419,0.669099324310419,1.0112398730623908,0.008039865543758752
38,0.1,5,Slow,Mobile inactive aerobic degraders,29.65019163696458,0.2357339346064016,205.0,1.0,28.646032183282014,28.646032183282014,1.0350540503221455,0.00822920022913251
38,0.1,5,Slow,Mobile inactive nitrate reducers,10.017714109488193,0.079645865082627,205.0,1.0,9.58750505655317,9.58750505655317,1.0448718462621274,0.00830725664422864
38,0.1,5,Slow,Mobile inactive sulphate reducers,0.788531723896384,0.006269223757876967,205.0,1.0,0.7886368005175947,0.7886368005175947,0.9998667617068572,0.007949443588940279
38,0.1,5,Slow,Mobile inactive ammonia oxidizers,0.36798611961097294,0.0029256747112652802,205.0,1.0,0.36579328988849696,0.36579328988849696,1.0059947237499747,0.007998163968937483
38,0.1,5,Slow,Total,125.77820705563957,1.0,205.0,1.0,124.13264297663513,124.13264297663513,1.0132564975621616,0.008055898722693152
39,0.1,10,Slow,Immobile active aerobic degraders,4.280944855256775,0.034334882892162195,202.5,0.9878048780487804,4.284191326307593,4.284191326307593,0.9992422208058536,0.00801432062133283
39,0.1,10,Slow,Immobile active nitrate reducers,2.990146790876551,0.02398216827508351,202.5,0.9878048780487804,3.001638920409575,3.001638920409575,0.9961713817558523,0.007989691268998848
39,0.1,10,Slow,Immobile active sulphate reducers,0.003112284202101564,2.4961758961941614e-05,202.5,0.9878048780487804,0.0030923511398079123,0.0030923511398079123,1.0064459246031452,0.008072097195110955
39,0.1,10,Slow,Immobile active ammonia oxidizers,0.5594936761778306,0.004487362136160685,202.5,0.9878048780487804,0.5570738925972871,0.5570738925972871,1.0043437389773582,0.00805523682906575
39,0.1,10,Slow,Mobile active aerobic degraders,1.2834143044669075,0.01029349392153148,202.5,0.9878048780487804,1.2735416801338104,1.2735416801338104,1.0077521014719046,0.008082573253864725
39,0.1,10,Slow,Mobile active nitrate reducers,1.5443585107484314,0.012386370393196972,202.5,0.9878048780487804,1.509833376107427,1.509833376107427,1.022866850864044,0.008203799564380316
39,0.1,10,Slow,Mobile active sulphate reducers,0.007721271870542722,6.192767587933086e-05,202.5,0.9878048780487804,0.007722001427336784,0.007722001427336784,0.9999055223181545,0.008019640563662637
39,0.1,10,Slow,Mobile active ammonia oxidizers,0.28754955467359994,0.002306261963007523,202.5,0.9878048780487804,0.28813317456896803,0.28813317456896803,0.9979744786547361,0.008004152824323575
39,0.1,10,Slow,Immobile inactive aerobic degraders,53.74087537765074,0.4310232261805777,202.5,0.9878048780487804,53.707987746740656,53.707987746740656,1.0006123415210633,0.00802530953520475
39,0.1,10,Slow,Immobile inactive nitrate reducers,17.912495020630836,0.14366534483259738,202.5,0.9878048780487804,17.95039984404896,17.95039984404896,0.9978883577108345,0.008003462100050452
39,0.1,10,Slow,Immobile inactive sulphate reducers,1.5071359110601794,0.012087830317477798,202.5,0.9878048780487804,1.4919620086020235,1.4919620086020235,1.0101704348841791,0.008101969251083117
39,0.1,10,Slow,Immobile inactive ammonia oxidizers,0.6736343514719392,0.005402815815654639,202.5,0.9878048780487804,0.669099324310419,0.669099324310419,1.0067778086103945,0.00807475903704258
39,0.1,10,Slow,Mobile inactive aerobic degraders,28.948237882401784,0.23217639825615125,202.5,0.9878048780487804,28.646032183282014,28.646032183282014,1.0105496529915978,0.008105010731351852
39,0.1,10,Slow,Mobile inactive nitrate reducers,9.791923569206757,0.07853512726866252,202.5,0.9878048780487804,9.58750505655317,9.58750505655317,1.021321346006891,0.00819140399983235
39,0.1,10,Slow,Mobile inactive sulphate reducers,0.7885623403649955,0.0063245840638088465,202.5,0.9878048780487804,0.7886368005175947,0.7886368005175947,0.9999055837204778,0.008019641056133727
39,0.1,10,Slow,Mobile inactive ammonia oxidizers,0.3624812803407631,0.002907244249086365,202.5,0.9878048780487804,0.36579328988849696,0.36579328988849696,0.9909456798708816,0.007947779058420035
39,0.1,10,Slow,Total,124.68208698140072,1.0,202.5,0.9878048780487804,124.13264297663513,124.13264297663513,1.0044262652561826,0.008055898722693152
40,1.0,2,Slow,Immobile active aerobic degraders,3.955238616766875,0.024798130168712632,167.5,0.8170731707317073,4.284191326307593,4.284191326307593,0.9232170824116224,0.005788287282231474
40,1.0,2,Slow,Immobile active nitrate reducers,2.7878556971210995,0.017478998150889796,167.5,0.8170731707317073,3.001638920409575,3.001638920409575,0.9287778347239365,0.0058231514896884325
40,1.0,2,Slow,Immobile active sulphate reducers,0.002992713371520105,1.87633927900074e-05,167.5,0.8170731707317073,0.0030923511398079123,0.0030923511398079123,0.9677792838577846,0.006067678585547995
40,1.0,2,Slow,Immobile active ammonia oxidizers,0.4996942498306831,0.003132929325509984,167.5,0.8170731707317073,0.5570738925972871,0.5570738925972871,0.8969981477698072,0.0056239026225104434
40,1.0,2,Slow,Mobile active aerobic degraders,1.8957625743866755,0.011885848527400092,167.5,0.8170731707317073,1.2735416801338104,1.2735416801338104,1.4885752103437153,0.009332908936401084
40,1.0,2,Slow,Mobile active nitrate reducers,2.4030110808955136,0.015066140719878109,167.5,0.8170731707317073,1.509833376107427,1.509833376107427,1.5915736921188155,0.009978677752323134
40,1.0,2,Slow,Mobile active sulphate reducers,0.007552380646891747,4.735110482875991e-05,167.5,0.8170731707317073,0.007722001427336784,0.007722001427336784,0.9780340910266399,0.0061319730738628835
40,1.0,2,Slow,Mobile active ammonia oxidizers,0.27671932615010075,0.0017349451031801306,167.5,0.8170731707317073,0.28813317456896803,0.28813317456896803,0.9603868994400183,0.006021330607888233
40,1.0,2,Slow,Immobile inactive aerobic degraders,57.06018019164527,0.35774978779896405,167.5,0.8170731707317073,53.707987746740656,53.707987746740656,1.0624151562093862,0.00666101641130047
40,1.0,2,Slow,Immobile inactive nitrate reducers,17.414495149323326,0.10918353085062124,167.5,0.8170731707317073,17.95039984404896,17.95039984404896,0.9701452502795752,0.006082512467643918
40,1.0,2,Slow,Immobile inactive sulphate reducers,1.4142543124441456,0.008866939755033295,167.5,0.8170731707317073,1.4919620086020235,1.4919620086020235,0.9479157674861369,0.005943140444535626
40,1.0,2,Slow,Immobile inactive ammonia oxidizers,0.6319674720154255,0.00396224176387143,167.5,0.8170731707317073,0.669099324310419,0.669099324310419,0.9445047230719266,0.0059217542447154
40,1.0,2,Slow,Mobile inactive aerobic degraders,53.83653081845778,0.3375384972751225,167.5,0.8170731707317073,28.646032183282014,28.646032183282014,1.8793713025944685,0.011783080292429185
40,1.0,2,Slow,Mobile inactive nitrate reducers,16.159755931468332,0.10131670169896027,167.5,0.8170731707317073,9.58750505655317,9.58750505655317,1.6855016853861218,0.010567577393840242
40,1.0,2,Slow,Mobile inactive sulphate reducers,0.8061401092135546,0.005054250653235928,167.5,0.8170731707317073,0.7886368005175947,0.7886368005175947,1.0221943848986914,0.006408844540248114
40,1.0,2,Slow,Mobile inactive ammonia oxidizers,0.3453030091633243,0.002164943711001644,167.5,0.8170731707317073,0.36579328988849696,0.36579328988849696,0.9439839896149581,0.005918489406029219
40,1.0,2,Slow,Total,159.49745363290052,1.0,167.5,0.8170731707317073,124.13264297663513,124.13264297663513,1.2848953329940935,0.008055898722693152
41,1.0,5,Slow,Immobile active aerobic degraders,4.074203994915732,0.024565690470743227,182.5,0.8902439024390244,4.284191326307593,4.284191326307593,0.9509855383669704,0.005734032072726221
41,1.0,5,Slow,Immobile active nitrate reducers,2.7948350772271144,0.016851648447062374,182.5,0.8902439024390244,3.001638920409575,3.001638920409575,0.9311030244922857,0.005614149101172688
41,1.0,5,Slow,Immobile active sulphate reducers,0.0030343658500905928,1.8295915555858395e-05,182.5,0.8902439024390244,0.0030923511398079123,0.0030923511398079123,0.9812488016089527,0.005916506479595613
41,1.0,5,Slow,Immobile active ammonia oxidizers,0.5201755006839421,0.0031364336091693184,182.5,0.8902439024390244,0.5570738925972871,0.5570738925972871,0.9337639182096457,0.005630193141068037
41,1.0,5,Slow,Mobile active aerobic degraders,1.8092192273730452,0.010908810552644579,182.5,0.8902439024390244,1.2735416801338104,1.2735416801338104,1.4206203500013845,0.008565727155077009
41,1.0,5,Slow,Mobile active nitrate reducers,2.4710737216279117,0.014899507302936196,182.5,0.8902439024390244,1.509833376107427,1.509833376107427,1.6366532630234365,0.009868312317581243
41,1.0,5,Slow,Mobile active sulphate reducers,0.007618258719171296,4.593480980695805e-05,182.5,0.8902439024390244,0.007722001427336784,0.007722001427336784,0.9865653083411475,0.005948562719030778
41,1.0,5,Slow,Mobile active ammonia oxidizers,0.2705977888856402,0.001631587797795002,182.5,0.8902439024390244,0.28813317456896803,0.28813317456896803,0.9391413858901883,0.005662616948693156
41,1.0,5,Slow,Immobile inactive aerobic degraders,56.53478918560497,0.3408803618315187,182.5,0.8902439024390244,53.707987746740656,53.707987746740656,1.0526327936953077,0.006346921121657654
41,1.0,5,Slow,Immobile inactive nitrate reducers,17.776277879581578,0.10718327817082043,182.5,0.8902439024390244,17.95039984404896,17.95039984404896,0.9902998280829322,0.005971080260162259
41,1.0,5,Slow,Immobile inactive sulphate reducers,1.4561298370196487,0.008779834025512101,182.5,0.8902439024390244,1.4919620086020235,1.4919620086020235,0.9759831876577408,0.005884757101649561
41,1.0,5,Slow,Immobile inactive ammonia oxidizers,0.6531999548819345,0.0039385136157044425,182.5,0.8902439024390244,0.669099324310419,0.669099324310419,0.9762376543349964,0.005886291425811134
41,1.0,5,Slow,Mobile inactive aerobic degraders,56.63064411171655,0.3414583256369372,182.5,0.8902439024390244,28.646032183282014,28.646032183282014,1.9769105804735678,0.0119199169871845
41,1.0,5,Slow,Mobile inactive nitrate reducers,19.68782956524154,0.1187091092503026,182.5,0.8902439024390244,9.58750505655317,9.58750505655317,2.0534883109954327,0.012381647628875416
41,1.0,5,Slow,Mobile inactive sulphate reducers,0.8099457552723057,0.004883623094705482,182.5,0.8902439024390244,0.7886368005175947,0.7886368005175947,1.0270199852970665,0.006192486948998936
41,1.0,5,Slow,Mobile inactive ammonia oxidizers,0.34978383712106303,0.0021090454687855225,182.5,0.8902439024390244,0.36579328988849696,0.36579328988849696,0.9562336073132615,0.005765675661870158
41,1.0,5,Slow,Total,165.84935806172226,1.0,182.5,0.8902439024390244,124.13264297663513,124.13264297663513,1.3360656317689075,0.008055898722693152
42,1.0,10,Slow,Immobile active aerobic degraders,4.1095741234411225,0.028950836529191924,210.0,1.024390243902439,4.284191326307593,4.284191326307593,0.9592415021723674,0.00675759655069927
42,1.0,10,Slow,Immobile active nitrate reducers,2.682396270081504,0.018896755135448855,210.0,1.024390243902439,3.001638920409575,3.001638920409575,0.8936438862924558,0.006295479115412851
42,1.0,10,Slow,Immobile active sulphate reducers,0.0032822986308631463,2.312290477012754e-05,210.0,1.024390243902439,0.0030923511398079123,0.0030923511398079123,1.0614249425332185,0.0074774512093616465
42,1.0,10,Slow,Immobile active ammonia oxidizers,0.523203634991906,0.003685827887062489,210.0,1.024390243902439,0.5570738925972871,0.5570738925972871,0.9391997039253351,0.006616407510820116
42,1.0,10,Slow,Mobile active aerobic degraders,1.5829001250237358,0.011151102616742034,210.0,1.024390243902439,1.2735416801338104,1.2735416801338104,1.242911912280265,0.008755977751407707
42,1.0,10,Slow,Mobile active nitrate reducers,2.2325020099019324,0.0157273719364486,210.0,1.024390243902439,1.509833376107427,1.509833376107427,1.4786413158103922,0.010416627546674113
42,1.0,10,Slow,Mobile active sulphate reducers,0.007519469429434471,5.29726253131865e-05,210.0,1.024390243902439,0.007722001427336784,0.007722001427336784,0.9737720848917061,0.006859960570022331
42,1.0,10,Slow,Mobile active ammonia oxidizers,0.2674742689104019,0.0018842837730606785,210.0,1.024390243902439,0.28813317456896803,0.28813317456896803,0.9283008432143547,0.006539627989312467
42,1.0,10,Slow,Immobile inactive aerobic degraders,55.84732493959405,0.3934292766971709,210.0,1.024390243902439,53.707987746740656,53.707987746740656,1.039832756403785,0.0073253401068083535
42,1.0,10,Slow,Immobile inactive nitrate reducers,17.415609841515636,0.12268825392440423,210.0,1.024390243902439,17.95039984404896,17.95039984404896,0.9702073487398878,0.006834847969421622
42,1.0,10,Slow,Immobile inactive sulphate reducers,1.6152786761845404,0.011379200739212107,210.0,1.024390243902439,1.4919620086020235,1.4919620086020235,1.0826540266250246,0.007627004356414196
42,1.0,10,Slow,Immobile inactive ammonia oxidizers,0.7511931230237789,0.0052919520741736455,210.0,1.024390243902439,0.669099324310419,0.669099324310419,1.1226929929991587,0.00790906802906667
42,1.0,10,Slow,Mobile inactive aerobic degraders,39.31685710129642,0.276976608424846,210.0,1.024390243902439,28.646032183282014,28.646032183282014,1.372506211322417,0.009668934484633133
42,1.0,10,Slow,Mobile inactive nitrate reducers,14.43254266538915,0.1016733536993363,210.0,1.024390243902439,9.58750505655317,9.58750505655317,1.5053491581237124,0.010604777061352516
42,1.0,10,Slow,Mobile inactive sulphate reducers,0.7982095306088052,0.00562316993016019,210.0,1.024390243902439,0.7886368005175947,0.7886368005175947,1.0121383253798553,0.007130240341903416
42,1.0,10,Slow,Mobile inactive ammonia oxidizers,0.3642313361102297,0.0025659111026586877,210.0,1.024390243902439,0.36579328988849696,0.36579328988849696,0.9957299550827097,0.007014647817735645
42,1.0,10,Slow,Total,141.95009941413352,1.0,210.0,1.024390243902439,124.13264297663513,124.13264297663513,1.1435356245564843,0.008055898722693152
43,10.0,2,Slow,Immobile active aerobic degraders,3.8104367016044303,0.028274964481657942,200.0,0.975609756097561,4.284191326307593,4.284191326307593,0.8894179581117174,0.006599837011954185
43,10.0,2,Slow,Immobile active nitrate reducers,2.8129088637676336,0.02087290891872879,200.0,0.975609756097561,3.001638920409575,3.001638920409575,0.937124330525342,0.006953837377575272
43,10.0,2,Slow,Immobile active sulphate reducers,0.003841390874420972,2.8504656825472054e-05,200.0,0.975609756097561,0.0030923511398079123,0.0030923511398079123,1.2422233765663455,0.009217794337302418
43,10.0,2,Slow,Immobile active ammonia oxidizers,0.5146718073735794,0.0038190706768783814,200.0,0.975609756097561,0.5570738925972871,0.5570738925972871,0.923884271391694,0.006855590842845719
43,10.0,2,Slow,Mobile active aerobic degraders,3.115829586596772,0.02312070184890544,200.0,0.975609756097561,1.2735416801338104,1.2735416801338104,2.446586268200812,0.01815464873240439
43,10.0,2,Slow,Mobile active nitrate reducers,2.5004328337457267,0.0185542117871064,200.0,0.975609756097561,1.509833376107427,1.509833376107427,1.656098529357068,0.012288913519014854
43,10.0,2,Slow,Mobile active sulphate reducers,0.00749825328238608,5.5640038619371606e-05,200.0,0.975609756097561,0.007722001427336784,0.007722001427336784,0.9710245916092932,0.007205390874754231
43,10.0,2,Slow,Mobile active ammonia oxidizers,0.2766812185587036,0.002053085312818646,200.0,0.975609756097561,0.28813317456896803,0.28813317456896803,0.9602546425714569,0.0071254735449673675
43,10.0,2,Slow,Immobile inactive aerobic degraders,51.95076910352706,0.3854954867977573,200.0,0.975609756097561,53.707987746740656,53.707987746740656,0.967281986964402,0.007177619251265872
43,10.0,2,Slow,Immobile inactive nitrate reducers,19.186252981264246,0.14236967152686936,200.0,0.975609756097561,17.95039984404896,17.95039984404896,1.068848223323839,0.007931281351042926
43,10.0,2,Slow,Immobile inactive sulphate reducers,2.128704081598436,0.015795835756519126,200.0,0.975609756097561,1.4919620086020235,1.4919620086020235,1.4267816937195628,0.010587290872989394
43,10.0,2,Slow,Immobile inactive ammonia oxidizers,1.0437579193316469,0.0077451012594238955,200.0,0.975609756097561,0.669099324310419,0.669099324310419,1.5599446620385622,0.011575413362442237
43,10.0,2,Slow,Mobile inactive aerobic degraders,34.17974671213763,0.2536273923329651,200.0,0.975609756097561,28.646032183282014,28.646032183282014,1.1931756025913118,0.008853840235541713
43,10.0,2,Slow,Mobile inactive nitrate reducers,11.839324719269015,0.08785252508805436,200.0,0.975609756097561,9.58750505655317,9.58750505655317,1.2348702451193705,0.009163231160749808
43,10.0,2,Slow,Mobile inactive sulphate reducers,0.9544289772187096,0.007082244777812781,200.0,0.975609756097561,0.7886368005175947,0.7886368005175947,1.2102262747468833,0.00898036304312022
43,10.0,2,Slow,Mobile inactive ammonia oxidizers,0.4383395425091512,0.0032526547390575424,200.0,0.975609756097561,0.36579328988849696,0.36579328988849696,1.1983258157708911,0.008892056877393879
43,10.0,2,Slow,Total,134.76362469265956,1.0,200.0,0.975609756097561,124.13264297663513,124.13264297663513,1.0856421120270956,0.008055898722693152
44,10.0,5,Slow,Immobile active aerobic degraders,3.685693946020767,0.013662511621086462,175.0,0.8536585365853658,4.284191326307593,4.284191326307593,0.860300968210341,0.0031890526310508504
44,10.0,5,Slow,Immobile active nitrate reducers,2.4425205956093494,0.009054188033785195,175.0,0.8536585365853658,3.001638920409575,3.001638920409575,0.813728986188674,0.0030164147900073692
44,10.0,5,Slow,Immobile active sulphate reducers,0.003390992304165366,1.2570081086817682e-05,175.0,0.8536585365853658,0.0030923511398079123,0.0030923511398079123,1.0965741440268664,0.004064894482713402
44,10.0,5,Slow,Immobile active ammonia oxidizers,0.5808088032902489,0.0021530021593761588,175.0,0.8536585365853658,0.5570738925972871,0.5570738925972871,1.0426063956835254,0.0038648412499427253
44,10.0,5,Slow,Mobile active aerobic degraders,7.268364413090701,0.026943125152145628,175.0,0.8536585365853658,1.2735416801338104,1.2735416801338104,5.707205760495422,0.02115606074966838
44,10.0,5,Slow,Mobile active nitrate reducers,6.290423960826246,0.02331799431125773,175.0,0.8536585365853658,1.509833376107427,1.509833376107427,4.166303421536412,0.015444084546186784
44,10.0,5,Slow,Mobile active sulphate reducers,0.008461169589781773,3.1364738782281275e-05,175.0,0.8536585365853658,0.007722001427336784,0.007722001427336784,1.09572235506565,0.004061736983270483
44,10.0,5,Slow,Mobile active ammonia oxidizers,0.3651955310602649,0.0013537445756901696,175.0,0.8536585365853658,0.28813317456896803,0.28813317456896803,1.2674539528694608,0.004698329436432649
44,10.0,5,Slow,Immobile inactive aerobic degraders,56.998911822366715,0.2112894631425211,175.0,0.8536585365853658,53.707987746740656,53.707987746740656,1.0612743879205524,0.003934041694856525
44,10.0,5,Slow,Immobile inactive nitrate reducers,21.222750395540555,0.07867068675724938,175.0,0.8536585365853658,17.95039984404896,17.95039984404896,1.1822995910910847,0.0043826704385825045
44,10.0,5,Slow,Immobile inactive sulphate reducers,1.9551078327280476,0.007247395979246511,175.0,0.8536585365853658,1.4919620086020235,1.4919620086020235,1.3104273577046337,0.004857627699271888
44,10.0,5,Slow,Immobile inactive ammonia oxidizers,0.9361991920097886,0.003470400019050693,175.0,0.8536585365853658,0.669099324310419,0.669099324310419,1.3991931511433608,0.005186673925619825
44,10.0,5,Slow,Mobile inactive aerobic degraders,119.23343351688723,0.4419868266070438,175.0,0.8536585365853658,28.646032183282014,28.646032183282014,4.1623018767141,0.015429251205861238
44,10.0,5,Slow,Mobile inactive nitrate reducers,46.23400583517263,0.17138499595019446,175.0,0.8536585365853658,9.58750505655317,9.58750505655317,4.822318795396218,0.017875870201815525
44,10.0,5,Slow,Mobile inactive sulphate reducers,1.7099391707449365,0.006338579419182737,175.0,0.8536585365853658,0.7886368005175947,0.7886368005175947,2.1682213784883952,0.00803738731824666
44,10.0,5,Slow,Mobile inactive ammonia oxidizers,0.8317323313286451,0.003083151452301005,175.0,0.8536585365853658,0.36579328988849696,0.36579328988849696,2.2737768961868547,0.00842867143145471
44,10.0,5,Slow,Total,269.76693950857003,1.0,175.0,0.8536585365853658,124.13264297663513,124.13264297663513,2.1732151434119302,0.008055898722693152
45,10.0,10,Slow,Immobile active aerobic degraders,3.104685783659982,0.0038186912499675327,157.5,0.7682926829268293,4.284191326307593,4.284191326307593,0.7246842046001272,0.0008913447040794837
