Trial,Variance,Anisotropy,Regime,Chem,Mass,Contribution,Time,fraction
39,0.1,10,Slow,Immobile active sulphate reducers,0.0031122842021015637,2.4961758961941617e-05,202.5,0.9878048780487804
39,0.1,10,Slow,Immobile active ammonia oxidizers,0.5594936761778306,0.004487362136160685,202.5,0.9878048780487804
39,0.1,10,Slow,Mobile active aerobic degraders,1.2834143044669075,0.01029349392153148,202.5,0.9878048780487804
39,0.1,10,Slow,Mobile active nitrate reducers,1.5443585107484314,0.012386370393196972,202.5,0.9878048780487804
39,0.1,10,Slow,Mobile active sulphate reducers,0.007721271870542722,6.192767587933086e-05,202.5,0.9878048780487804
39,0.1,10,Slow,Mobile active ammonia oxidizers,0.28754955467359994,0.002306261963007523,202.5,0.9878048780487804
39,0.1,10,Slow,Immobile inactive aerobic degraders,53.740875377650745,0.4310232261805777,202.5,0.9878048780487804
39,0.1,10,Slow,Immobile inactive nitrate reducers,17.912495020630836,0.14366534483259738,202.5,0.9878048780487804
39,0.1,10,Slow,Immobile inactive sulphate reducers,1.5071359110601794,0.012087830317477798,202.5,0.9878048780487804
39,0.1,10,Slow,Immobile inactive ammonia oxidizers,0.6736343514719392,0.005402815815654639,202.5,0.9878048780487804
39,0.1,10,Slow,Mobile inactive aerobic degraders,28.948237882401784,0.23217639825615125,202.5,0.9878048780487804
39,0.1,10,Slow,Mobile inactive nitrate reducers,9.791923569206757,0.07853512726866253,202.5,0.9878048780487804
39,0.1,10,Slow,Mobile inactive sulphate reducers,0.7885623403649955,0.006324584063808847,202.5,0.9878048780487804
39,0.1,10,Slow,Mobile inactive ammonia oxidizers,0.3624812803407631,0.0029072442490863646,202.5,0.9878048780487804
39,0.1,10,Slow,Total,124.68208698140072,1.0,202.5,0.9878048780487804
40,1.0,2,Slow,Immobile active aerobic degraders,3.955238616766875,0.02479813016871263,167.5,0.8170731707317073
40,1.0,2,Slow,Immobile active nitrate reducers,2.7878556971210995,0.017478998150889796,167.5,0.8170731707317073
40,1.0,2,Slow,Immobile active sulphate reducers,0.002992713371520105,1.8763392790007398e-05,167.5,0.8170731707317073
40,1.0,2,Slow,Immobile active ammonia oxidizers,0.49969424983068306,0.003132929325509984,167.5,0.8170731707317073
40,1.0,2,Slow,Mobile active aerobic degraders,1.8957625743866755,0.011885848527400093,167.5,0.8170731707317073
40,1.0,2,Slow,Mobile active nitrate reducers,2.4030110808955136,0.015066140719878109,167.5,0.8170731707317073
40,1.0,2,Slow,Mobile active sulphate reducers,0.007552380646891747,4.735110482875991e-05,167.5,0.8170731707317073
40,1.0,2,Slow,Mobile active ammonia oxidizers,0.27671932615010075,0.0017349451031801308,167.5,0.8170731707317073
40,1.0,2,Slow,Immobile inactive aerobic degraders,57.06018019164527,0.35774978779896405,167.5,0.8170731707317073
40,1.0,2,Slow,Immobile inactive nitrate reducers,17.414495149323326,0.10918353085062123,167.5,0.8170731707317073
40,1.0,2,Slow,Immobile inactive sulphate reducers,1.4142543124441456,0.008866939755033295,167.5,0.8170731707317073
40,1.0,2,Slow,Immobile inactive ammonia oxidizers,0.6319674720154255,0.00396224176387143,167.5,0.8170731707317073
40,1.0,2,Slow,Mobile inactive aerobic degraders,53.83653081845778,0.33753849727512253,167.5,0.8170731707317073
40,1.0,2,Slow,Mobile inactive nitrate reducers,16.159755931468332,0.10131670169896027,167.5,0.8170731707317073
40,1.0,2,Slow,Mobile inactive sulphate reducers,0.8061401092135546,0.005054250653235928,167.5,0.8170731707317073
40,1.0,2,Slow,Mobile inactive ammonia oxidizers,0.3453030091633243,0.0021649437110016437,167.5,0.8170731707317073
40,1.0,2,Slow,Total,159.49745363290054,1.0,167.5,0.8170731707317073
41,1.0,5,Slow,Immobile active aerobic degraders,4.074203994915732,0.024565690470743227,182.5,0.8902439024390244
41,1.0,5,Slow,Immobile active nitrate reducers,2.794835077227114,0.016851648447062377,182.5,0.8902439024390244
41,1.0,5,Slow,Immobile active sulphate reducers,0.003034365850090593,1.8295915555858395e-05,182.5,0.8902439024390244
41,1.0,5,Slow,Immobile active ammonia oxidizers,0.5201755006839421,0.0031364336091693184,182.5,0.8902439024390244
41,1.0,5,Slow,Mobile active aerobic degraders,1.8092192273730454,0.01090881055264458,182.5,0.8902439024390244
41,1.0,5,Slow,Mobile active nitrate reducers,2.4710737216279113,0.014899507302936198,182.5,0.8902439024390244
41,1.0,5,Slow,Mobile active sulphate reducers,0.0076182587191712964,4.593480980695805e-05,182.5,0.8902439024390244
41,1.0,5,Slow,Mobile active ammonia oxidizers,0.2705977888856402,0.001631587797795002,182.5,0.8902439024390244
41,1.0,5,Slow,Immobile inactive aerobic degraders,56.534789185604986,0.3408803618315187,182.5,0.8902439024390244
41,1.0,5,Slow,Immobile inactive nitrate reducers,17.776277879581578,0.10718327817082043,182.5,0.8902439024390244
41,1.0,5,Slow,Immobile inactive sulphate reducers,1.4561298370196487,0.008779834025512101,182.5,0.8902439024390244
41,1.0,5,Slow,Immobile inactive ammonia oxidizers,0.6531999548819345,0.0039385136157044425,182.5,0.8902439024390244
41,1.0,5,Slow,Mobile inactive aerobic degraders,56.63064411171655,0.3414583256369372,182.5,0.8902439024390244
41,1.0,5,Slow,Mobile inactive nitrate reducers,19.68782956524154,0.11870910925030259,182.5,0.8902439024390244
41,1.0,5,Slow,Mobile inactive sulphate reducers,0.8099457552723057,0.004883623094705482,182.5,0.8902439024390244
41,1.0,5,Slow,Mobile inactive ammonia oxidizers,0.349783837121063,0.0021090454687855225,182.5,0.8902439024390244
41,1.0,5,Slow,Total,165.84935806172226,1.0,182.5,0.8902439024390244
42,1.0,10,Slow,Immobile active aerobic degraders,4.109574123441122,0.028950836529191924,210.0,1.024390243902439
42,1.0,10,Slow,Immobile active nitrate reducers,2.6823962700815036,0.018896755135448858,210.0,1.024390243902439
42,1.0,10,Slow,Immobile active sulphate reducers,0.0032822986308631463,2.312290477012754e-05,210.0,1.024390243902439
42,1.0,10,Slow,Immobile active ammonia oxidizers,0.523203634991906,0.003685827887062489,210.0,1.024390243902439
42,1.0,10,Slow,Mobile active aerobic degraders,1.582900125023736,0.011151102616742034,210.0,1.024390243902439
42,1.0,10,Slow,Mobile active nitrate reducers,2.2325020099019324,0.0157273719364486,210.0,1.024390243902439
42,1.0,10,Slow,Mobile active sulphate reducers,0.007519469429434471,5.2972625313186505e-05,210.0,1.024390243902439
42,1.0,10,Slow,Mobile active ammonia oxidizers,0.2674742689104019,0.0018842837730606782,210.0,1.024390243902439
42,1.0,10,Slow,Immobile inactive aerobic degraders,55.84732493959405,0.3934292766971709,210.0,1.024390243902439
42,1.0,10,Slow,Immobile inactive nitrate reducers,17.415609841515636,0.12268825392440422,210.0,1.024390243902439
42,1.0,10,Slow,Immobile inactive sulphate reducers,1.6152786761845404,0.011379200739212107,210.0,1.024390243902439
42,1.0,10,Slow,Immobile inactive ammonia oxidizers,0.7511931230237789,0.005291952074173645,210.0,1.024390243902439
42,1.0,10,Slow,Mobile inactive aerobic degraders,39.31685710129642,0.276976608424846,210.0,1.024390243902439
42,1.0,10,Slow,Mobile inactive nitrate reducers,14.432542665389148,0.1016733536993363,210.0,1.024390243902439
42,1.0,10,Slow,Mobile inactive sulphate reducers,0.7982095306088052,0.00562316993016019,210.0,1.024390243902439
42,1.0,10,Slow,Mobile inactive ammonia oxidizers,0.36423133611022973,0.002565911102658688,210.0,1.024390243902439
42,1.0,10,Slow,Total,141.95009941413352,1.0,210.0,1.024390243902439
43,10.0,2,Slow,Immobile active aerobic degraders,3.8104367016044303,0.028274964481657942,200.0,0.975609756097561
43,10.0,2,Slow,Immobile active nitrate reducers,2.812908863767633,0.02087290891872879,200.0,0.975609756097561
43,10.0,2,Slow,Immobile active sulphate reducers,0.003841390874420972,2.850465682547205e-05,200.0,0.975609756097561
43,10.0,2,Slow,Immobile active ammonia oxidizers,0.5146718073735794,0.003819070676878381,200.0,0.975609756097561
43,10.0,2,Slow,Mobile active aerobic degraders,3.1158295865967722,0.023120701848905436,200.0,0.975609756097561
43,10.0,2,Slow,Mobile active nitrate reducers,2.5004328337457267,0.018554211787106395,200.0,0.975609756097561
43,10.0,2,Slow,Mobile active sulphate reducers,0.007498253282386079,5.5640038619371606e-05,200.0,0.975609756097561
43,10.0,2,Slow,Mobile active ammonia oxidizers,0.2766812185587036,0.002053085312818646,200.0,0.975609756097561
43,10.0,2,Slow,Immobile inactive aerobic degraders,51.950769103527065,0.3854954867977573,200.0,0.975609756097561
43,10.0,2,Slow,Immobile inactive nitrate reducers,19.186252981264243,0.14236967152686936,200.0,0.975609756097561
43,10.0,2,Slow,Immobile inactive sulphate reducers,2.128704081598436,0.015795835756519126,200.0,0.975609756097561
43,10.0,2,Slow,Immobile inactive ammonia oxidizers,1.0437579193316469,0.007745101259423896,200.0,0.975609756097561
43,10.0,2,Slow,Mobile inactive aerobic degraders,34.17974671213763,0.2536273923329651,200.0,0.975609756097561
43,10.0,2,Slow,Mobile inactive nitrate reducers,11.839324719269015,0.08785252508805436,200.0,0.975609756097561
43,10.0,2,Slow,Mobile inactive sulphate reducers,0.9544289772187097,0.007082244777812781,200.0,0.975609756097561
43,10.0,2,Slow,Mobile inactive ammonia oxidizers,0.43833954250915114,0.0032526547390575424,200.0,0.975609756097561
43,10.0,2,Slow,Total,134.76362469265956,1.0,200.0,0.975609756097561
44,10.0,5,Slow,Immobile active aerobic degraders,3.6856939460207667,0.013662511621086462,175.0,0.8536585365853658
44,10.0,5,Slow,Immobile active nitrate reducers,2.4425205956093494,0.009054188033785195,175.0,0.8536585365853658
44,10.0,5,Slow,Immobile active sulphate reducers,0.003390992304165366,1.2570081086817682e-05,175.0,0.8536585365853658
44,10.0,5,Slow,Immobile active ammonia oxidizers,0.5808088032902489,0.0021530021593761588,175.0,0.8536585365853658
44,10.0,5,Slow,Mobile active aerobic degraders,7.268364413090701,0.026943125152145628,175.0,0.8536585365853658
44,10.0,5,Slow,Mobile active nitrate reducers,6.290423960826245,0.023317994311257733,175.0,0.8536585365853658
44,10.0,5,Slow,Mobile active sulphate reducers,0.008461169589781773,3.1364738782281275e-05,175.0,0.8536585365853658
44,10.0,5,Slow,Mobile active ammonia oxidizers,0.36519553106026487,0.0013537445756901698,175.0,0.8536585365853658
44,10.0,5,Slow,Immobile inactive aerobic degraders,56.99891182236672,0.2112894631425211,175.0,0.8536585365853658
44,10.0,5,Slow,Immobile inactive nitrate reducers,21.222750395540555,0.07867068675724938,175.0,0.8536585365853658
44,10.0,5,Slow,Immobile inactive sulphate reducers,1.9551078327280473,0.007247395979246511,175.0,0.8536585365853658
44,10.0,5,Slow,Immobile inactive ammonia oxidizers,0.9361991920097886,0.003470400019050693,175.0,0.8536585365853658
44,10.0,5,Slow,Mobile inactive aerobic degraders,119.23343351688722,0.4419868266070438,175.0,0.8536585365853658
44,10.0,5,Slow,Mobile inactive nitrate reducers,46.23400583517263,0.17138499595019446,175.0,0.8536585365853658
44,10.0,5,Slow,Mobile inactive sulphate reducers,1.7099391707449363,0.006338579419182737,175.0,0.8536585365853658
44,10.0,5,Slow,Mobile inactive ammonia oxidizers,0.831732331328645,0.003083151452301005,175.0,0.8536585365853658
44,10.0,5,Slow,Total,269.76693950857003,1.0,175.0,0.8536585365853658
45,10.0,10,Slow,Immobile active aerobic degraders,3.104685783659982,0.003818691249967533,157.5,0.7682926829268293
45,10.0,10,Slow,Immobile active nitrate reducers,1.6753739100276333,0.0020606709137258963,157.5,0.7682926829268293
45,10.0,10,Slow,Immobile active sulphate reducers,0.002493334162412836,3.0667429855097285e-06,157.5,0.7682926829268293
45,10.0,10,Slow,Immobile active ammonia oxidizers,0.414137289803432,0.0005093792270963136,157.5,0.7682926829268293
45,10.0,10,Slow,Mobile active aerobic degraders,17.14636496819192,0.021089629816128014,157.5,0.7682926829268293
45,10.0,10,Slow,Mobile active nitrate reducers,13.080329463263906,0.016088500785150235,157.5,0.7682926829268293
45,10.0,10,Slow,Mobile active sulphate reducers,0.007690251612938177,9.458830487430704e-06,157.5,0.7682926829268293
45,10.0,10,Slow,Mobile active ammonia oxidizers,0.3173041404462223,0.0003902767072524977,157.5,0.7682926829268293
45,10.0,10,Slow,Immobile inactive aerobic degraders,66.25720662033899,0.0814948219558985,157.5,0.7682926829268293
45,10.0,10,Slow,Immobile inactive nitrate reducers,22.66128936234478,0.027872858456856203,157.5,0.7682926829268293
45,10.0,10,Slow,Immobile inactive sulphate reducers,1.3069272465065804,0.0016074900934726654,157.5,0.7682926829268293
45,10.0,10,Slow,Immobile inactive ammonia oxidizers,0.42807543232410233,0.0005265228179758192,157.5,0.7682926829268293
45,10.0,10,Slow,Mobile inactive aerobic degraders,486.86786389042874,0.5988361403636263,157.5,0.7682926829268293
45,10.0,10,Slow,Mobile inactive nitrate reducers,197.06122047554712,0.24238071443442036,157.5,0.7682926829268293
45,10.0,10,Slow,Mobile inactive sulphate reducers,2.170288626303713,0.002669404495227235,157.5,0.7682926829268293
45,10.0,10,Slow,Mobile inactive ammonia oxidizers,0.522264443767145,0.0006423731097295402,157.5,0.7682926829268293
45,10.0,10,Slow,Total,813.0235152387296,1.0,157.5,0.7682926829268293
46,0.1,2,Slow,Immobile active aerobic degraders,4.265754080330172,0.03419482740392844,207.5,1.0121951219512195
46,0.1,2,Slow,Immobile active nitrate reducers,2.994508780713056,0.024004363352353772,207.5,1.0121951219512195
46,0.1,2,Slow,Immobile active sulphate reducers,0.003089891011514101,2.4768959449133675e-05,207.5,1.0121951219512195
46,0.1,2,Slow,Immobile active ammonia oxidizers,0.5527474185379747,0.004430893628403934,207.5,1.0121951219512195
46,0.1,2,Slow,Mobile active aerobic degraders,1.2835711875965505,0.01028926993773684,207.5,1.0121951219512195
46,0.1,2,Slow,Mobile active nitrate reducers,1.527079101533843,0.012241260355321316,207.5,1.0121951219512195
46,0.1,2,Slow,Mobile active sulphate reducers,0.007694132822161797,6.167714756223345e-05,207.5,1.0121951219512195
46,0.1,2,Slow,Mobile active ammonia oxidizers,0.2874726421549409,0.0023044172722396206,207.5,1.0121951219512195
46,0.1,2,Slow,Immobile inactive aerobic degraders,53.7094070150329,0.43054143962847496,207.5,1.0121951219512195
46,0.1,2,Slow,Immobile inactive nitrate reducers,18.035792345968495,0.14457720598739976,207.5,1.0121951219512195
46,0.1,2,Slow,Immobile inactive sulphate reducers,1.490751684264126,0.011950055156855604,207.5,1.0121951219512195
46,0.1,2,Slow,Immobile inactive ammonia oxidizers,0.6712576411344904,0.00538088664979614,207.5,1.0121951219512195
46,0.1,2,Slow,Mobile inactive aerobic degraders,29.034002007764837,0.23274025384604122,207.5,1.0121951219512195
46,0.1,2,Slow,Mobile inactive nitrate reducers,9.731642424151222,0.07801008374698479,207.5,1.0121951219512195
46,0.1,2,Slow,Mobile inactive sulphate reducers,0.7886123488160309,0.006321616916623465,207.5,1.0121951219512195
46,0.1,2,Slow,Mobile inactive ammonia oxidizers,0.3651364218555425,0.0029269800108289116,207.5,1.0121951219512195
46,0.1,2,Slow,Total,124.74851912368784,1.0,207.5,1.0121951219512195
47,0.1,5,Slow,Immobile active aerobic degraders,4.256896249820107,0.033979877207877186,205.0,1.0
47,0.1,5,Slow,Immobile active nitrate reducers,2.9934989346870178,0.02389504471171328,205.0,1.0
47,0.1,5,Slow,Immobile active sulphate reducers,0.0031150915926660733,2.4865635335734787e-05,205.0,1.0
47,0.1,5,Slow,Immobile active ammonia oxidizers,0.5487917703078214,0.004380627544902312,205.0,1.0
47,0.1,5,Slow,Mobile active aerobic degraders,1.2857920200896904,0.01026359403505838,205.0,1.0
47,0.1,5,Slow,Mobile active nitrate reducers,1.5561789889939495,0.012421907384218604,205.0,1.0
47,0.1,5,Slow,Mobile active sulphate reducers,0.007703045120760639,6.148811527676892e-05,205.0,1.0
47,0.1,5,Slow,Mobile active ammonia oxidizers,0.2845721492068846,0.002271543894742626,205.0,1.0
47,0.1,5,Slow,Immobile inactive aerobic degraders,53.719339030698855,0.42880456483491003,205.0,1.0
47,0.1,5,Slow,Immobile inactive nitrate reducers,18.027512993881167,0.1439012468113075,205.0,1.0
47,0.1,5,Slow,Immobile inactive sulphate reducers,1.500218094749098,0.011975210024619244,205.0,1.0
47,0.1,5,Slow,Immobile inactive ammonia oxidizers,0.6856239985188471,0.005472865184682085,205.0,1.0
47,0.1,5,Slow,Mobile inactive aerobic degraders,29.351921268919384,0.2342962153647291,205.0,1.0
47,0.1,5,Slow,Mobile inactive nitrate reducers,9.89845053281,0.07901252788750586,205.0,1.0
47,0.1,5,Slow,Mobile inactive sulphate reducers,0.7885809411729316,0.006294699700670603,205.0,1.0
47,0.1,5,Slow,Mobile inactive ammonia oxidizers,0.3687805470496352,0.0029437216624506493,205.0,1.0
47,0.1,5,Slow,Total,125.27697565761882,1.0,205.0,1.0
48,0.1,10,Slow,Immobile active aerobic degraders,4.281043476588282,0.034302271055749706,205.0,1.0
48,0.1,10,Slow,Immobile active nitrate reducers,2.9982939788665908,0.024024117795194082,205.0,1.0
48,0.1,10,Slow,Immobile active sulphate reducers,0.0031023721838803853,2.48580543853976e-05,205.0,1.0
48,0.1,10,Slow,Immobile active ammonia oxidizers,0.5576514308991998,0.004468235522937363,205.0,1.0
48,0.1,10,Slow,Mobile active aerobic degraders,1.2825423094565915,0.01027649314472922,205.0,1.0
48,0.1,10,Slow,Mobile active nitrate reducers,1.5433798826681904,0.012366479192934146,205.0,1.0
48,0.1,10,Slow,Mobile active sulphate reducers,0.007718878174146435,6.18482509752249e-05,205.0,1.0
48,0.1,10,Slow,Mobile active ammonia oxidizers,0.28782995754554364,0.0023062651140278757,205.0,1.0
48,0.1,10,Slow,Immobile inactive aerobic degraders,53.737414249724544,0.4305761806694294,205.0,1.0
48,0.1,10,Slow,Immobile inactive nitrate reducers,17.95275559370802,0.14384817438569175,205.0,1.0
48,0.1,10,Slow,Immobile inactive sulphate reducers,1.4991319349595884,0.012011938272183978,205.0,1.0
48,0.1,10,Slow,Immobile inactive ammonia oxidizers,0.6730147121429851,0.005392594867743332,205.0,1.0
48,0.1,10,Slow,Mobile inactive aerobic degraders,29.026819789874892,0.23258017484844284,205.0,1.0
48,0.1,10,Slow,Mobile inactive nitrate reducers,9.800191228624358,0.07852497125078453,205.0,1.0
48,0.1,10,Slow,Mobile inactive sulphate reducers,0.7885583962882217,0.006318399708082963,205.0,1.0
48,0.1,10,Slow,Mobile inactive ammonia oxidizers,0.36405154248233684,0.0029169978667081585,205.0,1.0
48,0.1,10,Slow,Total,124.80349973418738,1.0,205.0,1.0
49,1.0,2,Slow,Immobile active aerobic degraders,4.011735722208742,0.021422029861904106,172.5,0.8414634146341463
49,1.0,2,Slow,Immobile active nitrate reducers,2.872688427138341,0.015339698706828683,172.5,0.8414634146341463
49,1.0,2,Slow,Immobile active sulphate reducers,0.0028145207895461043,1.5029092785656174e-05,172.5,0.8414634146341463
49,1.0,2,Slow,Immobile active ammonia oxidizers,0.48361292931709043,0.002582416024086886,172.5,0.8414634146341463
49,1.0,2,Slow,Mobile active aerobic degraders,1.9343439365303414,0.01032908856437129,172.5,0.8414634146341463
49,1.0,2,Slow,Mobile active nitrate reducers,2.4768600946793904,0.013226038449703168,172.5,0.8414634146341463
49,1.0,2,Slow,Mobile active sulphate reducers,0.007611705645688268,4.064529593494339e-05,172.5,0.8414634146341463
49,1.0,2,Slow,Mobile active ammonia oxidizers,0.2693381820909435,0.0014382229985295477,172.5,0.8414634146341463
49,1.0,2,Slow,Immobile inactive aerobic degraders,57.80962833409201,0.30869420874929193,172.5,0.8414634146341463
49,1.0,2,Slow,Immobile inactive nitrate reducers,18.7158384771958,0.09993959685069222,172.5,0.8414634146341463
49,1.0,2,Slow,Immobile inactive sulphate reducers,1.2749751365635473,0.006808164181266681,172.5,0.8414634146341463
49,1.0,2,Slow,Immobile inactive ammonia oxidizers,0.5468247393127683,0.0029199570225769056,172.5,0.8414634146341463
49,1.0,2,Slow,Mobile inactive aerobic degraders,73.75320695692497,0.39383037947788113,172.5,0.8414634146341463
49,1.0,2,Slow,Mobile inactive nitrate reducers,21.95099156265086,0.11721479910810638,172.5,0.8414634146341463
49,1.0,2,Slow,Mobile inactive sulphate reducers,0.8192529351583726,0.004374680202451797,172.5,0.8414634146341463
49,1.0,2,Slow,Mobile inactive ammonia oxidizers,0.3417789970206059,0.0018250454135887095,172.5,0.8414634146341463
49,1.0,2,Slow,Total,187.27150265731902,1.0,172.5,0.8414634146341463
50,1.0,5,Slow,Immobile active aerobic degraders,4.036103047478583,0.027796607381953414,200.0,0.975609756097561
50,1.0,5,Slow,Immobile active nitrate reducers,2.968710142311098,0.020445481516681352,200.0,0.975609756097561
50,1.0,5,Slow,Immobile active sulphate reducers,0.003184081474585277,2.192874205144235e-05,200.0,0.975609756097561
50,1.0,5,Slow,Immobile active ammonia oxidizers,0.5299374754716621,0.003649674889215654,200.0,0.975609756097561
50,1.0,5,Slow,Mobile active aerobic degraders,1.959641987761333,0.013496037713165345,200.0,0.975609756097561
50,1.0,5,Slow,Mobile active nitrate reducers,2.2203036704242813,0.015291212506095296,200.0,0.975609756097561
50,1.0,5,Slow,Mobile active sulphate reducers,0.007568326379848494,5.212299944882558e-05,200.0,0.975609756097561
50,1.0,5,Slow,Mobile active ammonia oxidizers,0.2601807373906761,0.001791862526927746,200.0,0.975609756097561
50,1.0,5,Slow,Immobile inactive aerobic degraders,53.71537161602841,0.36993730775016576,200.0,0.975609756097561
50,1.0,5,Slow,Immobile inactive nitrate reducers,18.636181191987394,0.1283472214655756,200.0,0.975609756097561
50,1.0,5,Slow,Immobile inactive sulphate reducers,1.613350215543518,0.011111129221308875,200.0,0.975609756097561
50,1.0,5,Slow,Immobile inactive ammonia oxidizers,0.7887914515558189,0.005432400022302595,200.0,0.975609756097561
50,1.0,5,Slow,Mobile inactive aerobic degraders,43.65254777576005,0.3006347254941351,200.0,0.975609756097561
50,1.0,5,Slow,Mobile inactive nitrate reducers,13.609871528086716,0.09373106953287229,200.0,0.975609756097561
50,1.0,5,Slow,Mobile inactive sulphate reducers,0.8025252564615833,0.005526984619954126,200.0,0.975609756097561
50,1.0,5,Slow,Mobile inactive ammonia oxidizers,0.3970142286458891,0.0027342336181463466,200.0,0.975609756097561
